Price: 276492, Size: 402699 
Price: 196219, Size: 781492 
Price: 149175, Size: 431459 
Price: 569934, Size: 656208 
Price: 552783, Size: 952014 
Price: 87303, Size: 797205 
Price: 612189, Size: 901595 
Price: 592177, Size: 992981 
Price: 144904, Size: 926228 
Price: 321904, Size: 433545 
Price: 361565, Size: 367355 
Price: 418889, Size: 968526 
Price: 555682, Size: 844393 
Price: 72658, Size: 114424 
Price: 444918, Size: 924291 
Price: 279992, Size: 356472 
Price: 484316, Size: 831617 
Price: 565462, Size: 665095 
Price: 424474, Size: 886182 
Price: 166136, Size: 446901 
Price: 502671, Size: 734307 
Price: 663073, Size: 971126 
Price: 673339, Size: 785717 
Price: 164547, Size: 825477 
Price: 423504, Size: 633096 
Price: 293948, Size: 489194 
Price: 89168, Size: 528937 
Price: 107689, Size: 197949 
Price: 112248, Size: 248028 
Price: 48423, Size: 246201 
Price: 73895, Size: 518652 
Price: 806299, Size: 965127 
Price: 555314, Size: 563036 
Price: 555786, Size: 785412 
Price: 699001, Size: 782450 
Price: 383747, Size: 651706 
Price: 83723, Size: 604339 
Price: 813140, Size: 892548 
Price: 346976, Size: 349865 
Price: 550965, Size: 775861 
Price: 289630, Size: 450860 
Price: 297849, Size: 324783 
Price: 644485, Size: 748357 
Price: 41651, Size: 405595 
Price: 714454, Size: 720813 
Price: 102406, Size: 176751 
Price: 437003, Size: 565672 
Price: 120255, Size: 371992 
Price: 291260, Size: 846691 
Price: 281977, Size: 605319 
Price: 696072, Size: 730430 
Price: 248828, Size: 931542 
Price: 485465, Size: 990628 
Price: 298891, Size: 631923 
Price: 110047, Size: 387031 
Price: 35696, Size: 299706 
Price: 512674, Size: 759185 
Price: 484331, Size: 830152 
Price: 417624, Size: 580225 
Price: 15701, Size: 539901 
Price: 431483, Size: 660126 
Price: 114663, Size: 406197 
Price: 260019, Size: 591337 
Price: 61458, Size: 300682 
Price: 146050, Size: 201815 
Price: 635346, Size: 755737 
Price: 877268, Size: 902132 
Price: 164189, Size: 748253 
Price: 8566, Size: 234326 
Price: 294219, Size: 579227 
Price: 588723, Size: 681690 
Price: 278628, Size: 849430 
Price: 342490, Size: 555500 
Price: 779520, Size: 847467 
Price: 610395, Size: 693244 
Price: 846459, Size: 918033 
Price: 391642, Size: 977457 
Price: 239171, Size: 638000 
Price: 453448, Size: 984586 
Price: 285118, Size: 559055 
Price: 104331, Size: 514475 
Price: 554741, Size: 852479 
Price: 283742, Size: 713127 
Price: 42212, Size: 227685 
Price: 158168, Size: 580154 
Price: 402223, Size: 543667 
Price: 379988, Size: 974440 
Price: 259520, Size: 854819 
Price: 616663, Size: 915824 
Price: 82838, Size: 541018 
Price: 358889, Size: 509863 
Price: 83287, Size: 266638 
Price: 96110, Size: 492923 
Price: 369414, Size: 648339 
Price: 734739, Size: 902670 
Price: 472354, Size: 641299 
Price: 2231, Size: 575607 
Price: 40174, Size: 118378 
Price: 656091, Size: 833734 
Price: 443621, Size: 690686 
Price: 203585, Size: 665624 
Price: 156958, Size: 604579 
Price: 194001, Size: 775521 
Price: 20627, Size: 830958 
Price: 154076, Size: 745062 
Price: 960369, Size: 965383 
Price: 224542, Size: 230324 
Price: 157952, Size: 884264 
Price: 87270, Size: 327396 
Price: 7520, Size: 675430 
Price: 156631, Size: 954632 
Price: 158199, Size: 855401 
Price: 459899, Size: 817681 
Price: 36613, Size: 885519 
Price: 710412, Size: 881868 
Price: 56623, Size: 476622 
Price: 448612, Size: 827910 
Price: 330488, Size: 553413 
Price: 395238, Size: 460266 
Price: 331749, Size: 399875 
Price: 177431, Size: 378292 
Price: 93597, Size: 328497 
Price: 97867, Size: 981440 
Price: 683902, Size: 899076 
Price: 98073, Size: 756076 
Price: 453851, Size: 864706 
Price: 361835, Size: 505664 
Price: 696769, Size: 862755 
Price: 149383, Size: 660220 
Price: 651018, Size: 764441 
Price: 116530, Size: 242239 
Price: 145722, Size: 400837 
Price: 300761, Size: 718038 
Price: 172942, Size: 751780 
Price: 58674, Size: 651638 
Price: 20730, Size: 566503 
Price: 223896, Size: 644607 
Price: 555242, Size: 630316 
Price: 277063, Size: 426972 
Price: 123824, Size: 890842 
Price: 423605, Size: 531656 
Price: 639948, Size: 971176 
Price: 718759, Size: 973138 
Price: 67138, Size: 513671 
Price: 335696, Size: 547696 
Price: 57252, Size: 509086 
Price: 203410, Size: 580435 
Price: 240650, Size: 935089 
Price: 430336, Size: 683730 
Price: 19168, Size: 999886 
Price: 50487, Size: 806140 
Price: 305914, Size: 719505 
Price: 146560, Size: 399364 
Price: 105446, Size: 274072 
Price: 55193, Size: 581634 
Price: 48245, Size: 737797 
Price: 99833, Size: 338763 
Price: 234080, Size: 458760 
Price: 726699, Size: 824374 
Price: 395447, Size: 751090 
Price: 677696, Size: 841847 
Price: 290340, Size: 307107 
Price: 524684, Size: 733607 
Price: 512245, Size: 618229 
Price: 751900, Size: 797308 
Price: 330538, Size: 761791 
Price: 115810, Size: 327003 
Price: 614260, Size: 975197 
Price: 357688, Size: 499780 
Price: 553124, Size: 697058 
Price: 340401, Size: 340810 
Price: 568915, Size: 610569 
Price: 667027, Size: 745303 
Price: 396713, Size: 592871 
Price: 95516, Size: 239429 
Price: 184036, Size: 702807 
Price: 498307, Size: 793641 
Price: 510528, Size: 766544 
Price: 722251, Size: 869499 
Price: 107083, Size: 995639 
Price: 929858, Size: 956550 
Price: 832583, Size: 947099 
Price: 717404, Size: 908077 
Price: 536929, Size: 761727 
Price: 488636, Size: 857260 
Price: 372042, Size: 957385 
Price: 17599, Size: 554768 
Price: 745987, Size: 912698 
Price: 72305, Size: 528677 
Price: 176569, Size: 525816 
Price: 36009, Size: 281424 
Price: 335301, Size: 923569 
Price: 312079, Size: 676139 
Price: 346673, Size: 848263 
Price: 114503, Size: 899898 
Price: 294829, Size: 656328 
Price: 125811, Size: 158548 
Price: 592126, Size: 884254 
Price: 264194, Size: 318286 
Price: 309966, Size: 937749 
Price: 414672, Size: 901000 
Price: 126988, Size: 607421 
Price: 311144, Size: 742057 
Price: 383484, Size: 829279 
Price: 66929, Size: 785146 
Price: 649257, Size: 918997 
Price: 158799, Size: 792120 
Price: 409467, Size: 778411 
Price: 468015, Size: 822442 
Price: 612540, Size: 846597 
Price: 326997, Size: 342249 
Price: 934578, Size: 948766 
Price: 587759, Size: 845861 
Price: 605762, Size: 806851 
Price: 526811, Size: 527245 
Price: 558565, Size: 718060 
Price: 532287, Size: 637174 
Price: 705903, Size: 812557 
Price: 54365, Size: 820435 
Price: 141889, Size: 402028 
Price: 366556, Size: 983671 
Price: 93192, Size: 425794 
Price: 114696, Size: 196313 
Price: 202924, Size: 411548 
Price: 244121, Size: 329741 
Price: 172928, Size: 226806 
Price: 335722, Size: 503076 
Price: 83686, Size: 527123 
Price: 195328, Size: 230324 
Price: 240076, Size: 657309 
Price: 668756, Size: 809336 
Price: 40459, Size: 556437 
Price: 916347, Size: 969141 
Price: 119467, Size: 813800 
Price: 575111, Size: 597043 
Price: 125496, Size: 538077 
Price: 391994, Size: 741432 
Price: 317254, Size: 409041 
Price: 91753, Size: 864415 
Price: 162644, Size: 996397 
Price: 394865, Size: 695735 
Price: 334330, Size: 556219 
Price: 673701, Size: 736117 
Price: 571247, Size: 720952 
Price: 159783, Size: 636451 
Price: 370988, Size: 591401 
Price: 90867, Size: 608238 
Price: 409437, Size: 882343 
Price: 439975, Size: 728096 
Price: 58821, Size: 664499 
Price: 453890, Size: 502740 
Price: 64231, Size: 816851 
Price: 690812, Size: 769933 
Price: 230544, Size: 493699 
Price: 386551, Size: 567396 
Price: 541496, Size: 816814 
Price: 439792, Size: 703546 
Price: 815828, Size: 902999 
Price: 155838, Size: 457374 
Price: 345600, Size: 926637 
Price: 384247, Size: 676325 
Price: 885744, Size: 996701 
Price: 556350, Size: 790089 
Price: 158852, Size: 968413 
Price: 40703, Size: 151975 
Price: 270605, Size: 622698 
Price: 958214, Size: 972072 
Price: 151350, Size: 614076 
Price: 8640, Size: 34912 
Price: 80998, Size: 484338 
Price: 225628, Size: 440105 
Price: 93645, Size: 536645 
Price: 855541, Size: 910098 
Price: 354221, Size: 834076 
Price: 40436, Size: 47549 
Price: 163783, Size: 334067 
Price: 54234, Size: 803842 
Price: 346467, Size: 906193 
Price: 168655, Size: 505174 
Price: 511395, Size: 940393 
Price: 410010, Size: 882521 
Price: 207449, Size: 885628 
Price: 435480, Size: 558075 
Price: 242717, Size: 581488 
Price: 415864, Size: 817667 
Price: 547184, Size: 720647 
Price: 193343, Size: 948990 
Price: 662655, Size: 890596 
Price: 59055, Size: 889363 
Price: 190287, Size: 308274 
Price: 169872, Size: 743409 
Price: 58405, Size: 712040 
Price: 324212, Size: 763244 
Price: 107903, Size: 716093 
Price: 154828, Size: 350256 
Price: 108251, Size: 169896 
Price: 845966, Size: 891425 
Price: 185203, Size: 194038 
Price: 697812, Size: 783299 
Price: 60147, Size: 504676 
Price: 235592, Size: 923761 
Price: 919138, Size: 973129 
Price: 628660, Size: 819180 
Price: 526585, Size: 970834 
Price: 801948, Size: 946423 
Price: 644555, Size: 650790 
Price: 145212, Size: 387123 
Price: 334475, Size: 594558 
Price: 667752, Size: 726455 
Price: 764874, Size: 908166 
Price: 256609, Size: 425970 
Price: 602626, Size: 607087 
Price: 69651, Size: 663108 
Price: 27094, Size: 405136 
Price: 330412, Size: 658792 
Price: 748210, Size: 892731 
Price: 169926, Size: 909616 
Price: 401532, Size: 605615 
Price: 104533, Size: 784034 
Price: 187657, Size: 963511 
Price: 494474, Size: 759364 
Price: 212036, Size: 608091 
Price: 57270, Size: 153206 
Price: 342476, Size: 795445 
Price: 404248, Size: 853804 
Price: 828575, Size: 912019 
Price: 88587, Size: 362572 
Price: 318580, Size: 664191 
Price: 837706, Size: 918290 
Price: 15928, Size: 844755 
Price: 512532, Size: 817732 
Price: 435237, Size: 671253 
Price: 137269, Size: 295143 
Price: 92298, Size: 294653 
Price: 390952, Size: 504024 
Price: 686983, Size: 753334 
Price: 55518, Size: 479140 
Price: 793217, Size: 964938 
Price: 575417, Size: 655466 
Price: 377526, Size: 923214 
Price: 137041, Size: 766331 
Price: 777602, Size: 890505 
Price: 457690, Size: 482418 
Price: 106489, Size: 702661 
Price: 575739, Size: 868400 
Price: 132532, Size: 982815 
Price: 55908, Size: 932429 
Price: 631716, Size: 794791 
Price: 451117, Size: 556987 
Price: 827067, Size: 867519 
Price: 93363, Size: 805334 
Price: 748442, Size: 807561 
Price: 137277, Size: 372982 
Price: 84129, Size: 222073 
Price: 292034, Size: 794115 
Price: 150112, Size: 175857 
Price: 235357, Size: 520445 
Price: 659449, Size: 915410 
Price: 511586, Size: 860439 
Price: 509748, Size: 522313 
Price: 931885, Size: 950051 
Price: 203228, Size: 662852 
Price: 362453, Size: 633316 
Price: 842284, Size: 928427 
Price: 369984, Size: 656728 
Price: 401165, Size: 440166 
Price: 76473, Size: 795925 
Price: 174956, Size: 346073 
Price: 341898, Size: 822995 
Price: 191922, Size: 712750 
Price: 74629, Size: 369420 
Price: 133376, Size: 621673 
Price: 629505, Size: 875240 
Price: 223687, Size: 608015 
Price: 635518, Size: 924122 
Price: 367792, Size: 839568 
Price: 205352, Size: 308369 
Price: 291323, Size: 973312 
Price: 375991, Size: 908285 
Price: 505375, Size: 578170 
Price: 767950, Size: 958924 
Price: 209080, Size: 969237 
Price: 260408, Size: 917214 
Price: 369362, Size: 497823 
Price: 293523, Size: 583784 
Price: 872457, Size: 974333 
Price: 317799, Size: 670428 
Price: 834014, Size: 998560 
Price: 453855, Size: 640952 
Price: 83620, Size: 222108 
Price: 56947, Size: 245010 
Price: 471048, Size: 961824 
Price: 125919, Size: 703516 
Price: 430278, Size: 476088 
Price: 471345, Size: 901170 
Price: 158286, Size: 397865 
Price: 200426, Size: 413613 
Price: 169127, Size: 974956 
Price: 235402, Size: 300933 
Price: 481668, Size: 558223 
Price: 147983, Size: 879929 
Price: 273392, Size: 771002 
Price: 105217, Size: 383128 
Price: 322789, Size: 846377 
Price: 273777, Size: 385692 
Price: 142447, Size: 434222 
Price: 6101, Size: 424887 
Price: 13855, Size: 862643 
Price: 902098, Size: 911809 
Price: 331534, Size: 916918 
Price: 280323, Size: 858720 
Price: 111990, Size: 634986 
Price: 425327, Size: 723771 
Price: 272071, Size: 418783 
Price: 173683, Size: 722499 
Price: 445134, Size: 610905 
Price: 146469, Size: 156427 
Price: 245471, Size: 493148 
Price: 283268, Size: 901433 
Price: 188922, Size: 211516 
Price: 470144, Size: 632582 
Price: 340008, Size: 546177 
Price: 294727, Size: 731432 
Price: 504169, Size: 790897 
Price: 271975, Size: 410978 
Price: 769571, Size: 975245 
Price: 593461, Size: 678465 
Price: 608449, Size: 888460 
Price: 89679, Size: 472850 
Price: 218138, Size: 919074 
Price: 235482, Size: 377768 
Price: 19602, Size: 929009 
Price: 379278, Size: 849700 
Price: 670475, Size: 925857 
Price: 744701, Size: 926609 
Price: 355469, Size: 631257 
Price: 566142, Size: 850020 
Price: 415793, Size: 439131 
Price: 382441, Size: 997518 
Price: 168490, Size: 644814 
Price: 436847, Size: 990172 
Price: 550643, Size: 867931 
Price: 657804, Size: 946363 
Price: 205483, Size: 301563 
Price: 143782, Size: 519653 
Price: 297850, Size: 310076 
Price: 512842, Size: 829592 
Price: 590329, Size: 687914 
Price: 679485, Size: 718550 
Price: 188826, Size: 519608 
Price: 74376, Size: 396867 
Price: 510668, Size: 905013 
Price: 84195, Size: 768872 
Price: 120032, Size: 523156 
Price: 123229, Size: 915286 
Price: 306654, Size: 744601 
Price: 858362, Size: 894003 
Price: 438921, Size: 773013 
Price: 236003, Size: 949390 
Price: 465352, Size: 807558 
Price: 338892, Size: 561621 
Price: 74827, Size: 151354 
Price: 561670, Size: 579791 
Price: 315653, Size: 686633 
Price: 67903, Size: 164091 
Price: 617868, Size: 928926 
Price: 119103, Size: 867559 
Price: 600056, Size: 911823 
Price: 715269, Size: 953239 
Price: 23467, Size: 909839 
Price: 74833, Size: 316799 
Price: 13542, Size: 337524 
Price: 399035, Size: 799074 
Price: 278257, Size: 703570 
Price: 376879, Size: 473627 
Price: 17405, Size: 217892 
Price: 9192, Size: 190867 
Price: 700342, Size: 873910 
Price: 396132, Size: 943891 
Price: 354198, Size: 510562 
Price: 275876, Size: 608645 
Price: 65534, Size: 881536 
Price: 726202, Size: 914149 
Price: 354259, Size: 776314 
Price: 1452, Size: 21071 
Price: 410089, Size: 504127 
Price: 134143, Size: 197533 
Price: 239244, Size: 503331 
Price: 602971, Size: 622755 
Price: 645351, Size: 795655 
Price: 183176, Size: 281512 
Price: 156239, Size: 762282 
Price: 54890, Size: 901533 
Price: 112491, Size: 609070 
Price: 733071, Size: 879371 
Price: 230621, Size: 686880 
Price: 598666, Size: 658542 
Price: 64175, Size: 315879 
Price: 567413, Size: 789175 
Price: 99198, Size: 171309 
Price: 593191, Size: 638471 
Price: 581382, Size: 647968 
Price: 365602, Size: 504849 
Price: 486037, Size: 567356 
Price: 399654, Size: 647121 
Price: 597985, Size: 788920 
Price: 271428, Size: 328907 
Price: 101176, Size: 881411 
Price: 407350, Size: 640439 
Price: 115794, Size: 258485 
Price: 238214, Size: 994510 
Price: 329237, Size: 431852 
Price: 867796, Size: 902468 
Price: 651470, Size: 896073 
Price: 287708, Size: 584966 
Price: 23200, Size: 195549 
Price: 41717, Size: 614749 
Price: 274672, Size: 648710 
Price: 513272, Size: 906404 
Price: 672551, Size: 914126 
Price: 732082, Size: 893512 
Price: 467256, Size: 591312 
Price: 474381, Size: 753908 
Price: 670168, Size: 697564 
Price: 147636, Size: 394427 
Price: 506259, Size: 996857 
Price: 116648, Size: 731232 
Price: 104819, Size: 275518 
Price: 653017, Size: 887063 
Price: 111950, Size: 524932 
Price: 39334, Size: 983528 
Price: 284926, Size: 662898 
Price: 532193, Size: 539993 
Price: 292353, Size: 401045 
Price: 86478, Size: 714623 
Price: 115021, Size: 191554 
Price: 130812, Size: 535783 
Price: 333306, Size: 412408 
Price: 621132, Size: 820345 
Price: 235798, Size: 565464 
Price: 386746, Size: 405240 
Price: 443590, Size: 680936 
Price: 473764, Size: 522543 
Price: 349158, Size: 582103 
Price: 503513, Size: 967041 
Price: 395871, Size: 807615 
Price: 854352, Size: 986536 
Price: 33220, Size: 308078 
Price: 246708, Size: 593005 
Price: 117936, Size: 615442 
Price: 363813, Size: 921997 
Price: 193700, Size: 613739 
Price: 345894, Size: 672359 
Price: 3064, Size: 524534 
Price: 268021, Size: 610638 
Price: 266167, Size: 763293 
Price: 115849, Size: 430635 
Price: 83438, Size: 890683 
Price: 563923, Size: 703028 
Price: 424500, Size: 794883 
Price: 362732, Size: 575067 
Price: 146906, Size: 987295 
Price: 115231, Size: 437329 
Price: 510575, Size: 685115 
Price: 467113, Size: 490651 
Price: 484653, Size: 609575 
Price: 358271, Size: 868399 
Price: 92326, Size: 419096 
Price: 504866, Size: 771322 
Price: 418901, Size: 752471 
Price: 745761, Size: 887212 
Price: 476029, Size: 649254 
Price: 19191, Size: 116082 
Price: 886386, Size: 989829 
Price: 486173, Size: 567410 
Price: 155805, Size: 784325 
Price: 299629, Size: 852811 
Price: 750407, Size: 936566 
Price: 348838, Size: 672046 
Price: 517992, Size: 776630 
Price: 73281, Size: 127978 
Price: 557177, Size: 749251 
Price: 22545, Size: 757722 
Price: 192151, Size: 883705 
Price: 322615, Size: 653323 
Price: 183007, Size: 924699 
Price: 829430, Size: 842911 
Price: 104591, Size: 937814 
Price: 799118, Size: 992002 
Price: 323481, Size: 846473 
Price: 52101, Size: 248169 
Price: 629983, Size: 642895 
Price: 160492, Size: 983235 
Price: 273869, Size: 485562 
Price: 13576, Size: 217804 
Price: 280068, Size: 504980 
Price: 815527, Size: 857893 
Price: 403115, Size: 610464 
Price: 550947, Size: 570608 
Price: 513874, Size: 958871 
Price: 124136, Size: 385538 
Price: 554162, Size: 798602 
Price: 54555, Size: 367779 
Price: 114186, Size: 271686 
Price: 210165, Size: 382295 
Price: 151145, Size: 935027 
Price: 631753, Size: 810828 
Price: 459192, Size: 927570 
Price: 390422, Size: 575229 
Price: 126458, Size: 569944 
Price: 280858, Size: 539878 
Price: 171227, Size: 597626 
Price: 95702, Size: 307483 
Price: 80995, Size: 656148 
Price: 361247, Size: 587509 
Price: 169453, Size: 814761 
Price: 683735, Size: 972846 
Price: 934384, Size: 950025 
Price: 585890, Size: 912663 
Price: 135875, Size: 136099 
Price: 4364, Size: 726164 
Price: 431844, Size: 722088 
Price: 711890, Size: 911359 
Price: 895076, Size: 979688 
Price: 5852, Size: 299074 
Price: 640424, Size: 984356 
Price: 401089, Size: 885089 
Price: 618688, Size: 759695 
Price: 3039, Size: 174516 
Price: 76912, Size: 588932 
Price: 13434, Size: 677137 
Price: 74701, Size: 901649 
Price: 323796, Size: 385026 
Price: 511783, Size: 872057 
Price: 69559, Size: 496624 
Price: 616084, Size: 999880 
Price: 391545, Size: 752512 
Price: 101621, Size: 646084 
Price: 148252, Size: 413879 
Price: 613916, Size: 753901 
Price: 88396, Size: 297266 
Price: 365545, Size: 697195 
Price: 115707, Size: 724789 
Price: 45588, Size: 746979 
Price: 294727, Size: 775652 
Price: 589113, Size: 861371 
Price: 602989, Size: 996989 
Price: 11618, Size: 528757 
Price: 631150, Size: 851060 
Price: 562586, Size: 714814 
Price: 376201, Size: 715564 
Price: 441913, Size: 502720 
Price: 309075, Size: 468098 
Price: 470860, Size: 702105 
Price: 74790, Size: 701125 
Price: 449971, Size: 720880 
Price: 203712, Size: 458705 
Price: 846944, Size: 895435 
Price: 422240, Size: 932362 
Price: 616132, Size: 699524 
Price: 800008, Size: 808730 
Price: 5421, Size: 320133 
Price: 533640, Size: 995255 
Price: 344581, Size: 722202 
Price: 375555, Size: 841985 
Price: 431813, Size: 684474 
Price: 762874, Size: 826611 
Price: 396915, Size: 538828 
Price: 68374, Size: 552143 
Price: 46864, Size: 860489 
Price: 239073, Size: 410978 
Price: 608556, Size: 980466 
Price: 738993, Size: 789492 
Price: 570405, Size: 993069 
Price: 69562, Size: 785395 
Price: 432299, Size: 692860 
Price: 35307, Size: 960403 
Price: 433321, Size: 684731 
Price: 159924, Size: 818799 
Price: 377631, Size: 665972 
Price: 76684, Size: 734296 
Price: 312317, Size: 475311 
Price: 409518, Size: 643510 
Price: 186074, Size: 736550 
Price: 170239, Size: 808142 
Price: 191724, Size: 839568 
Price: 465684, Size: 831470 
Price: 206075, Size: 653168 
Price: 640152, Size: 948997 
Price: 184124, Size: 644696 
Price: 241200, Size: 490186 
Price: 424683, Size: 789546 
Price: 235813, Size: 711879 
Price: 367691, Size: 378136 
Price: 88286, Size: 118772 
Price: 266828, Size: 342529 
Price: 146867, Size: 934307 
Price: 556758, Size: 705544 
Price: 314277, Size: 330264 
Price: 474467, Size: 832759 
Price: 136009, Size: 903944 
Price: 1567, Size: 600289 
Price: 82482, Size: 661020 
Price: 98119, Size: 402429 
Price: 477403, Size: 713542 
Price: 142894, Size: 493578 
Price: 177356, Size: 283855 
Price: 515900, Size: 935569 
Price: 651753, Size: 798125 
Price: 720223, Size: 756735 
Price: 598541, Size: 912445 
Price: 520220, Size: 831034 
Price: 191345, Size: 494082 
Price: 885323, Size: 921441 
Price: 697015, Size: 992637 
Price: 303613, Size: 583168 
Price: 96141, Size: 327631 
Price: 148424, Size: 683143 
Price: 548253, Size: 730981 
Price: 478064, Size: 735916 
Price: 429358, Size: 719068 
Price: 572010, Size: 615780 
Price: 425934, Size: 546631 
Price: 711697, Size: 892801 
Price: 593366, Size: 848689 
Price: 281375, Size: 809347 
Price: 20598, Size: 370581 
Price: 435431, Size: 861350 
Price: 27493, Size: 919635 
Price: 377389, Size: 610243 
Price: 874302, Size: 917773 
Price: 231184, Size: 949066 
Price: 261737, Size: 633298 
Price: 149612, Size: 184394 
Price: 185673, Size: 967600 
Price: 911724, Size: 946009 
Price: 67598, Size: 489803 
Price: 484388, Size: 997209 
Price: 146224, Size: 533263 
Price: 400728, Size: 970535 
Price: 555479, Size: 676777 
Price: 149734, Size: 364911 
Price: 432508, Size: 607356 
Price: 304918, Size: 433591 
Price: 313711, Size: 534086 
Price: 535353, Size: 671603 
Price: 345974, Size: 529591 
Price: 498235, Size: 660569 
Price: 685361, Size: 811022 
Price: 144952, Size: 366466 
Price: 539872, Size: 582681 
Price: 215705, Size: 889832 
Price: 792645, Size: 929497 
Price: 319940, Size: 742459 
Price: 26785, Size: 781087 
Price: 326387, Size: 854593 
Price: 112732, Size: 552844 
Price: 658467, Size: 695236 
Price: 59609, Size: 651712 
Price: 385807, Size: 853471 
Price: 512315, Size: 750824 
Price: 305555, Size: 463756 
Price: 177689, Size: 288440 
Price: 525039, Size: 593273 
Price: 872037, Size: 953850 
Price: 3888, Size: 374156 
Price: 304750, Size: 521013 
Price: 113998, Size: 203784 
Price: 94436, Size: 753342 
Price: 215532, Size: 674409 
Price: 665910, Size: 852619 
Price: 349491, Size: 816121 
Price: 232852, Size: 592528 
Price: 223320, Size: 973066 
Price: 503329, Size: 947908 
Price: 280816, Size: 653861 
Price: 571281, Size: 915950 
Price: 395433, Size: 533443 
Price: 53558, Size: 832731 
Price: 562504, Size: 795891 
Price: 110257, Size: 132405 
Price: 70837, Size: 408249 
Price: 380643, Size: 870474 
Price: 563601, Size: 613789 
Price: 316076, Size: 921034 
Price: 124545, Size: 594298 
Price: 330919, Size: 902001 
Price: 492238, Size: 943925 
Price: 157193, Size: 504813 
Price: 654809, Size: 786430 
Price: 178238, Size: 993001 
Price: 403515, Size: 524189 
Price: 699476, Size: 948863 
Price: 449666, Size: 955380 
Price: 35139, Size: 417226 
Price: 53165, Size: 373464 
Price: 575071, Size: 801327 
Price: 233729, Size: 341710 
Price: 365202, Size: 875111 
Price: 293455, Size: 663295 
Price: 223599, Size: 566072 
Price: 715307, Size: 746547 
Price: 260130, Size: 925416 
Price: 375656, Size: 625382 
Price: 1469, Size: 642721 
Price: 423641, Size: 570877 
Price: 445835, Size: 763347 
Price: 188675, Size: 286784 
Price: 44912, Size: 880405 
Price: 274092, Size: 698939 
Price: 4222, Size: 643093 
Price: 710362, Size: 995172 
Price: 166620, Size: 900459 
Price: 354913, Size: 999472 
Price: 534059, Size: 670379 
Price: 503096, Size: 908138 
Price: 211313, Size: 265258 
Price: 671948, Size: 800054 
Price: 722718, Size: 750205 
Price: 415776, Size: 831134 
Price: 381642, Size: 534202 
Price: 645522, Size: 992304 
Price: 270365, Size: 737137 
Price: 265007, Size: 716209 
Price: 178488, Size: 240438 
Price: 8387, Size: 87880 
Price: 218212, Size: 746020 
Price: 260757, Size: 944192 
Price: 315267, Size: 566358 
Price: 154448, Size: 324355 
Price: 222012, Size: 511448 
Price: 213447, Size: 651756 
Price: 595904, Size: 806889 
Price: 255915, Size: 355372 
Price: 170820, Size: 874782 
Price: 737016, Size: 818096 
Price: 637101, Size: 926978 
Price: 290743, Size: 341121 
Price: 146853, Size: 538855 
Price: 153364, Size: 445915 
Price: 278148, Size: 331606 
Price: 430787, Size: 640711 
Price: 747388, Size: 770638 
Price: 407180, Size: 750288 
Price: 668923, Size: 987471 
Price: 454395, Size: 679609 
Price: 574262, Size: 710817 
Price: 367826, Size: 701903 
Price: 55054, Size: 175100 
Price: 85699, Size: 553687 
Price: 216431, Size: 339024 
Price: 160957, Size: 175135 
Price: 180485, Size: 641547 
Price: 407150, Size: 616970 
Price: 22008, Size: 748681 
Price: 168761, Size: 523494 
Price: 309057, Size: 383515 
Price: 623156, Size: 732742 
Price: 454444, Size: 676487 
Price: 154082, Size: 859463 
Price: 68110, Size: 753732 
Price: 76484, Size: 410521 
Price: 156661, Size: 670191 
Price: 141979, Size: 240314 
Price: 325570, Size: 693996 
Price: 199978, Size: 658157 
Price: 266890, Size: 306349 
Price: 561742, Size: 725129 
Price: 782286, Size: 908904 
Price: 505534, Size: 962748 
Price: 741431, Size: 993968 
Price: 636095, Size: 643727 
Price: 166679, Size: 869633 
Price: 554455, Size: 994309 
Price: 353551, Size: 390403 
Price: 213770, Size: 741303 
Price: 37474, Size: 84382 
Price: 421082, Size: 770689 
Price: 471554, Size: 837608 
Price: 7438, Size: 407945 
Price: 214118, Size: 416490 
Price: 11158, Size: 65867 
Price: 210031, Size: 336342 
Price: 772178, Size: 781851 
Price: 518674, Size: 980071 
Price: 453191, Size: 728472 
Price: 347370, Size: 817099 
Price: 234675, Size: 371859 
Price: 443251, Size: 980037 
Price: 319149, Size: 442353 
Price: 405769, Size: 719337 
Price: 572039, Size: 966555 
Price: 659837, Size: 701750 
Price: 541088, Size: 955686 
Price: 941641, Size: 992159 
Price: 307675, Size: 508907 
Price: 333792, Size: 912413 
Price: 406837, Size: 864690 
Price: 287096, Size: 659568 
Price: 810201, Size: 819910 
Price: 94853, Size: 564717 
Price: 491731, Size: 920571 
Price: 316160, Size: 548444 
Price: 744170, Size: 778186 
Price: 614980, Size: 770783 
Price: 187801, Size: 530362 
Price: 82765, Size: 506403 
Price: 897940, Size: 949155 
Price: 254280, Size: 485911 
Price: 2833, Size: 869419 
Price: 104392, Size: 790166 
Price: 895208, Size: 969476 
Price: 426911, Size: 810889 
Price: 74098, Size: 996878 
Price: 83879, Size: 97963 
Price: 888958, Size: 999343 
Price: 93180, Size: 686479 
Price: 353029, Size: 949367 
Price: 365607, Size: 505508 
Price: 280139, Size: 899353 
Price: 533655, Size: 959353 
Price: 78377, Size: 343492 
Price: 115197, Size: 774334 
Price: 547808, Size: 754730 
Price: 606600, Size: 887298 
Price: 61606, Size: 831314 
Price: 765303, Size: 923045 
Price: 642970, Size: 813768 
Price: 35080, Size: 110930 
Price: 237061, Size: 447166 
Price: 258683, Size: 530921 
Price: 528300, Size: 842479 
Price: 557303, Size: 598978 
